"hgnc_symbol","ensembl_gene_id","chromosome_name","start_position","end_position","entrezgene_id"
"NIPBL","ENSG00000164190","5",36876769,37066413,25836
"RNF180","ENSG00000164197","5",64165843,64372869,285671
"ADGRV1","ENSG00000164199","5",90529344,91164437,84059
"SLC25A46","ENSG00000164209","5",110738136,110765161,91137
"STARD4","ENSG00000164211","5",111496033,111512590,134429
"PGGT1B","ENSG00000164219","5",115204012,115262877,5229
"CCDC112","ENSG00000164221","5",115267190,115296693,153733
"ANKRD33B","ENSG00000164236","5",10564070,10657816,651746
"CMBL","ENSG00000164237","5",10275875,10307902,134147
"PRRC1","ENSG00000164244","5",127517640,127555085,133619
"AGGF1","ENSG00000164252","5",77029251,77065234,55109
"WDR41","ENSG00000164253","5",77425970,77620611,55255
"NDUFS4","ENSG00000164258","5",53560633,53683338,4724
"GRPEL2","ENSG00000164284","5",149345430,149354583,134266
"ARSK","ENSG00000164291","5",95555101,95605102,153642
"RHOBTB3","ENSG00000164292","5",95713522,95824383,22836
"TIGD6","ENSG00000164296","5",149993118,150000654,81789
"SERINC5","ENSG00000164300","5",80111651,80256048,256987
"ENPP6","ENSG00000164303","4",184088706,184221230,133121
"CASP3","ENSG00000164305","4",184627696,184649509,836
"PRIMPOL","ENSG00000164306","4",184649667,184694963,201973
"ERAP1","ENSG00000164307","5",96760810,96808100,51752
"ERAP2","ENSG00000164308","5",96875986,96919703,64167
"CMYA5","ENSG00000164309","5",79689836,79800240,202333
"CFAP97","ENSG00000164323","4",185159665,185209504,57587
"CARTPT","ENSG00000164326","5",71719275,71721048,9607
"RICTOR","ENSG00000164327","5",38937920,39074399,253260
"TENT2","ENSG00000164329","5",79612120,79686648,167153
"EBF1","ENSG00000164330","5",158695916,159099916,1879
"ANKRA2","ENSG00000164331","5",73552190,73565667,57763
"UBLCP1","ENSG00000164332","5",159263290,159286036,134510
"UTP15","ENSG00000164338","5",73565443,73583380,84135
"KLKB1","ENSG00000164344","4",186208979,186258471,3818
"NSA2","ENSG00000164346","5",74766991,74780113,10412
"GFM2","ENSG00000164347","5",74721206,74767147,84340
"CCDC127","ENSG00000164366","5",196868,218153,133957
"FOXQ1","ENSG00000164379","6",1312098,1314758,94234
"ACSL6","ENSG00000164398","5",131949973,132012243,23305
"SEPTIN8","ENSG00000164402","5",132750819,132807241,23176
"SHROOM1","ENSG00000164403","5",132822141,132830659,134549
"UQCRQ","ENSG00000164405","5",132866630,132868847,27089
"LEAP2","ENSG00000164406","5",132873444,132875046,116842
"CREBRF","ENSG00000164463","5",173056352,173139284,153222
"SFXN1","ENSG00000164466","5",175477062,175529742,94081
"GALNT10","ENSG00000164574","5",154190730,154420984,55568
"SAP30L","ENSG00000164576","5",154445997,154461053,79685
"RPS14","ENSG00000164587","5",150442635,150449739,6208
"HCN1","ENSG00000164588","5",45254948,45696498,348980
"MYOZ3","ENSG00000164591","5",150660882,150679368,91977
"SLU7","ENSG00000164609","5",160401641,160421711,10569
"PTTG1","ENSG00000164611","5",160421855,160428739,9232
"CAMLG","ENSG00000164615","5",134738495,134752157,819
"RELL2","ENSG00000164620","5",141636950,141641064,285613
"PHAX","ENSG00000164902","5",126600925,126627252,51808
"ALDH7A1","ENSG00000164904","5",126531200,126595362,501
"KDM1B","ENSG00000165097","6",18155329,18223854,221656
"NSD1","ENSG00000165671","5",177133025,177300213,64324
"BTNL9","ENSG00000165810","5",181040225,181061521,153579
"UBTD2","ENSG00000168246","5",172209646,172283764,92181
"IRF2","ENSG00000168310","4",184387729,184474550,3660
"CMAHP","ENSG00000168405","6",25061626,25452263,NA
"TRAPPC11","ENSG00000168538","4",183659267,183713594,60684
"ING2","ENSG00000168556","4",183505058,183512429,3622
"CDKN2AIP","ENSG00000168564","4",183444635,183449064,55602
"SNRNP48","ENSG00000168566","6",7590198,7611967,154007
"DNAJC21","ENSG00000168724","5",34929559,34958964,134218
"FSTL5","ENSG00000168843","4",161383897,162164004,56884
"ZNF608","ENSG00000168916","5",124636913,124748807,57507
"PPIC","ENSG00000168938","5",123023250,123036725,5480
"CEP120","ENSG00000168944","5",123344890,123423592,153241
"PXDC1","ENSG00000168994","6",3722614,3751713,221749
"HNRNPH1","ENSG00000169045","5",179614178,179634784,3187
"ZNF354A","ENSG00000169131","5",178711512,178730659,6940
"RGS14","ENSG00000169220","5",177357924,177372596,10636
"LMAN2","ENSG00000169223","5",177331567,177351668,10960
"RAB24","ENSG00000169228","5",177301198,177303744,53917
"PRELID1","ENSG00000169230","5",177303799,177306949,27166
"SH3TC2","ENSG00000169247","5",148923639,149063163,79628
"GPRIN1","ENSG00000169258","5",176595802,176610156,114787
"STK32A","ENSG00000169302","5",147234963,147387855,202374
"HINT1","ENSG00000169567","5",131155383,131224468,3094
"DTWD2","ENSG00000169570","5",118836074,118988547,285605
"CTNND2","ENSG00000169862","5",10971836,11904446,1501
"FAM153A","ENSG00000170074","5",177707981,177783398,285596
"SIMC1","ENSG00000170085","5",176238367,176345991,375484
"TMEM192","ENSG00000170088","4",165070608,165208549,201931
"","ENSG00000170089","5",177809407,177950732,NA
"NSG2","ENSG00000170091","5",174045706,174243501,51617
"ADRA1B","ENSG00000170214","5",159865080,159973012,147
"FABP6","ENSG00000170231","5",160187367,160238735,2172
"PWWP2A","ENSG00000170234","5",160061801,160119450,114825
"FAXDC2","ENSG00000170271","5",154818492,154859252,10826
"HARS1","ENSG00000170445","5",140673035,140691537,3035
"CD14","ENSG00000170458","5",140631728,140633701,929
"DNAJC18","ENSG00000170464","5",139408588,139444491,202052
"SPATA24","ENSG00000170469","5",139396563,139404089,202051
"SERPINB9","ENSG00000170542","6",2887270,2903309,5272
"IRX1","ENSG00000170549","5",3595832,3601403,79192
"EMB","ENSG00000170571","5",50396192,50443248,133418
"NUDCD2","ENSG00000170584","5",163446526,163460102,134492
"HSPA4","ENSG00000170606","5",133052013,133106449,3308
"SGCD","ENSG00000170624","5",155870344,156767788,6444
"TPPP","ENSG00000171368","5",659862,693352,11076
"MRPL36","ENSG00000171421","5",1798385,1801366,64979
"MCC","ENSG00000171444","5",113022099,113488823,4163
"TBCA","ENSG00000171530","5",77691166,77868780,6902
"CXXC5","ENSG00000171604","5",139647299,139683882,51523
"ENC1","ENSG00000171617","5",74627406,74641424,8507
"HDAC3","ENSG00000171720","5",141620876,141636849,8841
"SYNPO","ENSG00000171992","5",150601080,150659207,11346
"SMN1","ENSG00000172062","5",70925030,70953942,6606
"ID4","ENSG00000172201","6",19837370,19842197,3400
"PAIP1","ENSG00000172239","5",43526267,43557758,10605
"C5orf34","ENSG00000172244","5",43486709,43515148,375444
"ZNF131","ENSG00000172262","5",43065176,43192021,7690
"NIPAL4","ENSG00000172548","5",157460213,157474722,348938
"FNDC9","ENSG00000172568","5",157341598,157345677,408263
"DCP2","ENSG00000172795","5",112976702,113022195,167227
"DMXL1","ENSG00000172869","5",119037772,119249138,1657
"ABLIM3","ENSG00000173210","5",149141483,149260542,22885
"GLRX","ENSG00000173221","5",95751319,95822726,2745
"PLAC8L1","ENSG00000173261","5",146084313,146105577,153770
"STOX2","ENSG00000173320","4",183797692,184023526,56977
"ZNF622","ENSG00000173545","5",16451519,16465800,90441
"MARCHF3","ENSG00000173926","5",126867714,127030558,115123
"FAM174A","ENSG00000174132","5",100535374,100586741,345757
"RGMB","ENSG00000174136","5",98768650,98798643,285704
"TMEM167A","ENSG00000174695","5",83052846,83077863,153339
"SH3PXD2B","ENSG00000174705","5",172325000,172454525,285590
"PHYKPL","ENSG00000175309","5",178208471,178232802,85007
"ARL10","ENSG00000175414","5",176365487,176401865,285598
"CLTB","ENSG00000175416","5",176392501,176416539,1212
"PCSK1","ENSG00000175426","5",96390333,96434143,5122
"MCTP1","ENSG00000175471","5",94703741,95284575,79772
"NR2F1","ENSG00000175745","5",93583222,93594611,7025
"EIF4E1B","ENSG00000175766","5",176630618,176646644,253314
"LYSMD3","ENSG00000176018","5",90515611,90529584,116068
"JAKMIP2","ENSG00000176049","5",147585438,147782775,9832
"MBLAC2","ENSG00000176055","5",90458209,90474771,153364
"SLC35A4","ENSG00000176087","5",140564446,140569100,113829
"RUFY1","ENSG00000176783","5",179550554,179610012,80230
"BASP1","ENSG00000176788","5",17065598,17276843,10409
"MTX3","ENSG00000177034","5",79976716,79991262,345778
"SLC38A9","ENSG00000177058","5",55625845,55773194,153129
"NIM1K","ENSG00000177453","5",43192071,43280850,167359
"ATOX1","ENSG00000177556","5",151742316,151772532,475
"HNRNPA0","ENSG00000177733","5",137745651,137754363,10949
"AP3S1","ENSG00000177879","5",115841592,115914081,1176
"ZNF354C","ENSG00000177932","5",179060373,179083977,30832
"ZNF454","ENSG00000178187","5",178941191,178966433,285676
"ZNF354B","ENSG00000178338","5",178859953,178888122,117608
"TAF7","ENSG00000178913","5",141260225,141320784,6879
"SNX18","ENSG00000178996","5",54517759,54546586,112574
"EXOC3","ENSG00000180104","5",443175,471937,11336
"RNF182","ENSG00000180537","6",13924446,13980310,221687
"H2AC6","ENSG00000180573","6",26124145,26139116,8334
"H2BC4","ENSG00000180596","6",26114873,26123926,8347
"PSMG4","ENSG00000180822","6",3231403,3303373,389362
"NPM1","ENSG00000181163","5",171387116,171411810,4869
"ZNF322","ENSG00000181315","6",26634383,26659752,79692
"MACIR","ENSG00000181751","5",103258763,103278660,90355
"C5orf24","ENSG00000181904","5",134845680,134859735,134553
"KCNIP1","ENSG00000182132","5",170353487,170736632,30820
"FAM153B","ENSG00000182230","5",176060689,176116015,202134
"RWDD4","ENSG00000182552","4",183639635,183659203,201965
"CSF1R","ENSG00000182578","5",150053291,150113372,1436
"IGIP","ENSG00000182700","5",140125937,140129392,492311
"PLCXD3","ENSG00000182836","5",41306952,41510628,345557
"HMGN4","ENSG00000182952","6",26538366,26546933,10473
"ARHGEF37","ENSG00000183111","5",149551947,149634968,389337
"DDX41","ENSG00000183258","5",177511577,177516961,51428
"CCDC125","ENSG00000183323","5",69280175,69332809,202243
"FBXL7","ENSG00000183580","5",15500180,15939795,23194
"MARCHF11","ENSG00000183654","5",16067139,16180762,441061
"GUSBP1","ENSG00000183666","5",21341833,21589372,728411
"TRIM52","ENSG00000183718","5",181254417,181261139,84851
"KCTD16","ENSG00000183775","5",144170873,144485686,57528
"SLIT3","ENSG00000184347","5",168661733,169301139,6586
"EFNA5","ENSG00000184349","5",107376894,107670937,1946
"STING1","ENSG00000184584","5",139475533,139482935,340061
"PRR16","ENSG00000184838","5",120464300,120687332,51334
"TMED9","ENSG00000184840","5",177592203,177597242,54732
"DRD1","ENSG00000184845","5",175440036,175444182,1812
"PURA","ENSG00000185129","5",140107777,140125619,5813
"ARL15","ENSG00000185305","5",53883942,54310582,54622
"","ENSG00000185641","5",116051917,116052289,NA
"SDHAP3","ENSG00000185986","5",1567495,1594620,NA
"ANKRD37","ENSG00000186352","4",185396021,185400628,353322
"RPS23","ENSG00000186468","5",82273320,82278396,6228
"BTN3A2","ENSG00000186470","6",26365159,26378320,11118
"RGS7BP","ENSG00000186479","5",64506015,64612319,401190
"C5orf38","ENSG00000186493","5",2752131,2755397,153571
"LYRM7","ENSG00000186687","5",131170944,131205428,90624
"NHLRC1","ENSG00000187566","6",18120440,18122677,378884
"ZKSCAN4","ENSG00000187626","6",28241697,28252269,387032
"SPRY4","ENSG00000187678","5",142310427,142326455,81848
"H1-2","ENSG00000187837","6",26055740,26056470,3006
"","ENSG00000188002","5",1598920,1634005,NA
"","ENSG00000188242","5",466124,473098,25845
"BLOC1S5","ENSG00000188428","6",8013567,8064396,63915
"FBLL1","ENSG00000188573","5",168529305,168530634,345630
"SMIM15","ENSG00000188725","5",61157704,61162468,643155
"ZDHHC11","ENSG00000188818","5",795606,850986,79844
"NKAPL","ENSG00000189134","6",28259297,28260958,222698
"ZKSCAN3","ENSG00000189298","6",28349947,28369172,80317
"SPOCK3","ENSG00000196104","4",166733384,167234796,50859
"TUBB","ENSG00000196230","6",30717435,30725538,203068
"ZFP62","ENSG00000196670","5",180847611,180861285,643836
"GM2A","ENSG00000196743","5",151212150,151270440,2760
"ZSCAN16","ENSG00000196812","6",28124609,28130082,80345
"PDLIM7","ENSG00000196923","5",177483394,177497606,9260
"ANXA6","ENSG00000197043","5",151100706,151157785,309
"ZSCAN26","ENSG00000197062","6",28267058,28278224,7741
"ZNF300P1","ENSG00000197083","5",150930645,150946289,NA
"SLC22A4","ENSG00000197208","5",132294394,132344190,6583
"TBC1D9B","ENSG00000197226","5",179862066,179907897,23061
"ZNF165","ENSG00000197279","6",28080568,28089563,7718
"SLC22A5","ENSG00000197375","5",132369710,132395613,6584
"HNRNPAB","ENSG00000197451","5",178204533,178211163,3182
"IRF1-AS1","ENSG00000197536","5",132410636,132488702,NA
"CPLANE1","ENSG00000197603","5",37106228,37249376,65250
"PTMAP2","ENSG00000197744","5",118973796,118974122,NA
"SGTB","ENSG00000197860","5",65665928,65723035,54557
"H2BC12","ENSG00000197903","6",27146361,27146855,85236
"FCHSD1","ENSG00000197948","5",141639302,141651418,89848
"ELOVL2","ENSG00000197977","6",10980759,11044305,54898
"GRK6","ENSG00000198055","5",177403204,177442901,2870
"ZKSCAN8","ENSG00000198315","6",28141883,28159460,7745
"TMA16","ENSG00000198498","4",163494442,163520539,55319
"DDX39B","ENSG00000198563","6",31530219,31542448,7919
"CCDC69","ENSG00000198624","5",151181052,151224093,26112
"TTC37","ENSG00000198677","5",95461755,95554977,9652
"ECI2","ENSG00000198721","6",4115693,4135597,10455
"FAM169A","ENSG00000198780","5",74777574,74866966,26049
"CCDC152","ENSG00000198865","5",42756818,42802439,100129792
"MTND4LP30","ENSG00000198868","5",134928030,134928326,NA
"ZFP2","ENSG00000198939","5",178895898,178933212,80108
"SOWAHA","ENSG00000198944","5",132813302,132816786,134548
"MFAP3L","ENSG00000198948","4",169986597,170033031,9848
"PJA2","ENSG00000198961","5",109334713,109409974,9867
"NFKBIL1","ENSG00000204498","6",31546870,31558829,4795
"MICA","ENSG00000204520","6",31399784,31415315,100507436
"HLA-C","ENSG00000204525","6",31268749,31272130,3107
"CCHCR1","ENSG00000204536","6",31142439,31158238,54535
"DHX16","ENSG00000204560","6",30653119,30673006,8449
"C6orf136","ENSG00000204564","6",30647039,30653210,221545
"MRPS18B","ENSG00000204568","6",30617840,30626395,28973
"PPP1R10","ENSG00000204569","6",30600413,30618612,5514
"ABCF1","ENSG00000204574","6",30571393,30597179,23
"PRR3","ENSG00000204576","6",30557280,30563723,80742
"DDR1","ENSG00000204580","6",30876421,30900156,780
"GNL1","ENSG00000204590","6",30541377,30557174,2794
"HLA-E","ENSG00000204592","6",30489509,30494194,3133
"TRIM39","ENSG00000204599","6",30326479,30343729,56658
"RNF39","ENSG00000204618","6",30070266,30075887,80352
"PPP1R11","ENSG00000204619","6",30066709,30070333,6992
"ZNRD1ASP","ENSG00000204623","6",30001011,30061640,80862
"RACK1","ENSG00000204628","5",181236897,181248096,10399
"HLA-F","ENSG00000204642","6",29722775,29738528,3134
"ZFP57","ENSG00000204644","6",29672483,29681155,346171
"MOG","ENSG00000204655","6",29657002,29672372,4340
"OR2H2","ENSG00000204657","6",29585121,29590500,7932
"FAM153CP","ENSG00000204677","5",178006348,178086529,653316
"GABBR1","ENSG00000204681","6",29555629,29633976,2550
"TRIM27","ENSG00000204713","6",28903002,28923988,5987
"ZNF204P","ENSG00000204789","6",27357825,27360221,NA
"PCDHA1","ENSG00000204970","5",140786136,141012347,56147
"CCNI2","ENSG00000205089","5",132747426,132754403,645121
"C4orf47","ENSG00000205129","4",185426249,185449826,441054
"TMEM170B","ENSG00000205269","6",11537749,11583524,100113407
"CTXN3","ENSG00000205279","5",127649044,127658630,613212
"SNX2","ENSG00000205302","5",122775079,122834543,6643
"ATP6AP1L","ENSG00000205464","5",82279462,82386977,92270
"SMN2","ENSG00000205571","5",70049638,70078522,6606
"SMN2","ENSG00000205571","5",70049638,70078522,6607
"C5orf51","ENSG00000205765","5",41904188,41921636,285636
"ZDHHC11B","ENSG00000206077","5",710355,784729,653082
"HCP5","ENSG00000206337","6",31463170,31478936,10866
"HLA-H","ENSG00000206341","6",29887752,29890482,NA
"HCG27","ENSG00000206344","6",31197760,31203968,253018
"HLA-A","ENSG00000206503","6",29941260,29945884,3105
"GPX3","ENSG00000211445","5",151020438,151028992,2878
"ZRSR2P1","ENSG00000212643","5",112891610,112893079,NA
"RPL15P3","ENSG00000212802","6",12514110,12514724,NA
"MXD3","ENSG00000213347","5",177301461,177312757,83463
"RPLP1P6","ENSG00000213433","5",151765859,151766378,NA
"SRA1","ENSG00000213523","5",140537340,140558252,10011
"VDAC1","ENSG00000213585","5",133971871,134004975,7416
"ATP6V1G2","ENSG00000213760","6",31544444,31548427,534
"GTF2H4","ENSG00000213780","6",30908207,30914106,2968
"ITGA1","ENSG00000213949","5",52787916,52959209,3672
"LYRM4","ENSG00000214113","6",5103629,5260950,57128
"NEURL1B","ENSG00000214357","5",172641263,172691540,54492
"RPL7P1","ENSG00000214485","5",150094302,150095048,NA
"ARHGEF28","ENSG00000214944","5",73626158,73941993,64283
"PPIAP29","ENSG00000214975","6",24976419,24976982,NA
"C5orf49","ENSG00000215217","5",7830378,7851151,134121
"UBE2QL1","ENSG00000215218","5",6448859,6496723,134111
"ZNF603P","ENSG00000216901","6",28176188,28176674,NA
"FNIP1","ENSG00000217128","5",131641714,131797063,96459
"","ENSG00000218227","5",178055604,178056194,NA
"TENM3","ENSG00000218336","4",182143987,182803024,55714
"ZNF602P","ENSG00000219392","6",28115628,28116551,NA
"PPP1R3G","ENSG00000219607","6",5085341,5089487,648791
"ZSCAN12P1","ENSG00000219891","6",28091154,28093664,NA
"ZBED8","ENSG00000221886","5",160393148,160400054,63920
"EXOC3-AS1","ENSG00000221990","5",441498,443160,NA
"ACSL6-AS1","ENSG00000223548","5",132003592,132007022,NA
"EPB41L4A-AS1","ENSG00000224032","5",112160526,112164818,NA
"C5orf66","ENSG00000224186","5",135033280,135358219,100996485
"SMIM13","ENSG00000224531","6",11093834,11138733,221710
"HMGB3P22","ENSG00000225051","5",179679032,179694768,NA
"SLC9A3-AS1","ENSG00000225138","5",473236,480884,NA
"NOL7","ENSG00000225921","6",13615335,13632739,51406
"","ENSG00000226040","5",141896168,141896689,NA
"RPL26P19","ENSG00000226221","5",56504635,56505072,NA
"ZNF192P1","ENSG00000226314","6",28161769,28169594,651302
"LTB","ENSG00000227507","6",31580525,31582522,4050
"HLA-U","ENSG00000228078","6",29934101,29934286,NA
"HCG11","ENSG00000228223","6",26521709,26527404,493812
"PROB1","ENSG00000228672","5",139390592,139395104,389333
"DHFR","ENSG00000228716","5",80626226,80654983,1719
"","ENSG00000229119","5",166382305,166382599,NA
"ATXN1-AS1","ENSG00000229931","6",16761138,16762652,NA
"LINC02525","ENSG00000230269","6",3182626,3195784,NA
"HLA-K","ENSG00000230795","6",29926459,29929232,NA
"HCG18","ENSG00000231074","6",30286690,30327382,414777
"MIR3936HG","ENSG00000233006","5",132311285,132370170,553103
"RPL10P9","ENSG00000233913","5",168616352,168616996,NA
"","ENSG00000233937","5",181246507,181272167,101928649
"TRIM26","ENSG00000234127","6",30184455,30213427,7726
"ZNF879","ENSG00000234284","5",179023804,179035064,345462
"HLA-B","ENSG00000234745","6",31353872,31357188,3106
"ZSCAN31","ENSG00000235109","6",28324693,28356271,64288
"LINC01554","ENSG00000236882","5",95838245,95860133,202299
